productID,mainCategoryID,subCategoryID,price,stock,name,weight
84,12,28,3300,36,상품84,310
85,9,22,7300,47,상품85,490
86,17,39,7200,92,상품86,70
87,2,14,4600,64,상품87,170
88,10,10,1500,39,상품88,470
89,7,11,5700,65,상품89,470
90,1,27,3100,61,상품90,140
91,5,17,4500,41,상품91,240
92,6,26,9000,55,상품92,290
93,11,23,5200,37,상품93,280
94,11,38,4200,52,상품94,220
95,5,12,9500,85,상품95,460
96,7,15,6100,80,상품96,310
97,3,32,8300,75,상품97,260
98,5,12,8400,58,상품98,320
99,10,18,4100,79,상품99,80
100,3,32,900,45,상품100,110
101,8,4,8200,53,상품101,100
102,7,15,8600,98,상품102,140
103,2,14,7000,44,상품103,290
104,1,7,7500,64,상품104,40
105,5,42,7500,74,상품105,80
106,16,41,4300,36,상품106,280
107,5,43,6400,31,상품107,40
108,6,26,3100,43,상품108,20
109,2,25,6500,79,상품109,340
110,6,37,6300,42,상품110,10
111,17,19,7300,91,상품111,220
112,7,11,6700,72,상품112,230
113,10,18,7500,94,상품113,140
114,5,12,7700,64,상품114,10
115,10,10,9900,92,상품115,480
116,17,39,3200,34,상품116,410
117,15,29,9800,51,상품117,50
118,10,10,3000,70,상품118,130
119,6,37,5000,41,상품119,440
120,9,22,7700,64,상품120,90
121,9,36,5300,41,상품121,280
122,13,9,3500,88,상품122,120
123,10,18,5200,48,상품123,430
124,1,27,1900,91,상품124,310
125,13,9,2600,61,상품125,380
126,9,22,5200,98,상품126,410
127,5,43,5100,79,상품127,270
128,15,1,7200,85,상품128,440
129,5,13,500,53,상품129,490
130,17,39,4300,70,상품130,350
131,17,8,3100,61,상품131,490
132,15,1,2000,92,상품132,360
133,5,17,7700,79,상품133,120
134,5,43,5900,64,상품134,420
135,6,26,6300,57,상품135,140
136,1,7,4900,59,상품136,260
137,6,2,4800,74,상품137,360
138,2,34,7500,61,상품138,60
139,7,15,8500,94,상품139,430
140,1,24,8000,77,상품140,330
141,2,25,6000,92,상품141,170
142,13,9,7800,62,상품142,330
143,2,25,2100,53,상품143,110
144,11,23,700,68,상품144,110
145,2,25,2400,62,상품145,110
146,1,24,4800,59,상품146,230
147,5,42,1600,59,상품147,120
148,5,43,9400,130,상품148,120
149,10,18,7000,33,상품149,80
150,5,43,7200,64,상품150,420
151,17,8,3800,94,상품151,380
152,15,1,9600,70,상품152,200
153,4,30,9400,68,상품153,80
154,11,5,5900,80,상품154,480
155,10,18,8800,99,상품155,60
156,2,14,6000,93,상품156,220
157,8,35,4700,67,상품157,480
158,5,17,3000,60,상품158,140
159,6,37,8100,84,상품159,270
160,3,32,8900,41,상품160,350
161,10,18,7300,87,상품161,240
162,12,28,7100,87,상품162,50
163,10,10,5600,90,상품163,370
164,17,33,600,75,상품164,300
165,17,39,3600,93,상품165,180
166,15,29,4700,55,상품166,20
167,5,13,5300,84,상품167,210
168,15,1,7200,45,상품168,40
169,5,43,6800,62,상품169,200
170,2,25,5400,60,상품170,280
171,5,12,5800,67,상품171,320
172,8,35,7700,86,상품172,110
173,11,5,2400,96,상품173,70
174,10,18,6200,76,상품174,240
175,10,20,5500,34,상품175,260
176,9,22,6000,94,상품176,330
177,16,41,3100,95,상품177,160
178,6,26,500,68,상품178,180
179,1,27,7000,84,상품179,280
180,17,8,6300,39,상품180,60
181,15,1,1700,82,상품181,200
182,17,19,5000,93,상품182,100
183,2,25,3500,30,상품183,120
184,6,2,9200,76,상품184,430
185,12,3,1900,94,상품185,480
186,6,26,4600,55,상품186,350
187,6,26,9300,70,상품187,240
188,8,40,6200,79,상품188,150
189,2,25,4600,74,상품189,210
190,3,32,7300,95,상품190,20
191,12,3,4100,46,상품191,100
192,17,33,4500,36,상품192,170
193,7,15,3000,53,상품193,140
194,8,35,2100,56,상품194,40
195,8,35,5600,43,상품195,340
196,13,9,600,83,상품196,30
197,8,40,6300,40,상품197,390
198,15,29,5900,90,상품198,40
199,15,29,6200,74,상품199,130
200,15,1,8800,40,상품200,10
201,8,4,7800,58,상품201,210
202,6,26,9300,51,상품202,80
203,6,2,600,39,상품203,330
204,2,25,4600,89,상품204,460
205,10,18,6200,39,상품205,160
206,3,32,4300,31,상품206,350
207,2,14,3100,52,상품207,290
208,10,18,5800,98,상품208,20
209,17,33,3000,69,상품209,420
210,15,29,8100,37,상품210,480
211,10,18,2100,41,상품211,90
212,3,32,5200,83,상품212,350
213,3,32,4900,74,상품213,40
214,2,34,6400,31,상품214,250
215,7,11,5800,77,상품215,260
216,9,36,8700,99,상품216,410
217,17,8,3100,64,상품217,130
218,8,40,9600,31,상품218,350
219,5,12,8500,49,상품219,110
220,15,29,4700,67,상품220,210
221,17,33,4500,99,상품221,190
222,9,36,3500,80,상품222,160
223,17,39,3300,53,상품223,360
224,3,16,5000,89,상품224,20
225,3,16,7600,39,상품225,290
226,2,25,8600,66,상품226,420
227,17,6,5400,80,상품227,30
228,12,28,4300,61,상품228,170
229,12,28,600,81,상품229,390
230,13,9,4400,43,상품230,120
231,5,42,2500,42,상품231,40
232,5,17,2500,61,상품232,290
233,1,24,9800,79,상품233,20
234,6,2,3200,52,상품234,70
235,17,39,5400,130,상품235,90
236,17,6,9100,32,상품236,20
237,2,34,2800,79,상품237,60
238,10,18,3500,86,상품238,300
239,17,19,5100,53,상품239,330
240,9,22,3200,98,상품240,300
241,5,12,4400,72,상품241,20
242,5,43,1500,57,상품242,260
243,1,27,6200,91,상품243,170
244,6,37,8600,36,상품244,130
245,8,35,9500,97,상품245,220
246,5,13,5800,39,상품246,30
247,9,22,5100,42,상품247,450
248,6,26,1500,87,상품248,270
249,2,14,6000,68,상품249,140
250,7,15,5700,97,상품250,110
251,1,27,8800,53,상품251,280
252,9,36,3000,75,상품252,30
253,1,27,6300,88,상품253,50
254,17,39,2000,33,상품254,190
255,6,26,8200,53,상품255,210
256,17,33,3700,75,상품256,20
257,4,30,6000,63,상품257,350
258,5,12,2700,64,상품258,360
259,9,22,5800,76,상품259,50
260,5,13,3700,98,상품260,360
261,3,16,7500,91,상품261,300
262,11,23,500,75,상품262,360
263,10,20,5000,79,상품263,50
264,5,17,8300,55,상품264,500
265,15,29,5600,71,상품265,250
266,13,9,6900,80,상품266,370
267,11,5,2300,53,상품267,210
268,9,31,6100,74,상품268,390
269,17,19,2400,93,상품269,400
270,9,31,6100,47,상품270,210
271,6,2,4900,56,상품271,20
272,6,2,8500,40,상품272,300
273,3,32,9300,51,상품273,60
274,9,36,500,73,상품274,130
275,2,21,4600,38,상품275,160
276,9,36,9200,57,상품276,20
277,10,20,9200,99,상품277,380
278,7,11,5000,64,상품278,40
279,1,24,2400,84,상품279,310
280,1,27,7600,57,상품280,130
281,9,31,4800,53,상품281,130
282,12,3,4800,57,상품282,250
283,5,42,3600,30,상품283,380
284,12,28,4000,49,상품284,250
285,3,16,4400,60,상품285,400
286,10,10,5200,42,상품286,260
287,17,19,3500,64,상품287,250
288,7,11,2900,83,상품288,300
289,6,26,9400,72,상품289,420
290,8,4,4000,67,상품290,450
291,1,7,1800,49,상품291,30
292,10,18,1500,72,상품292,230
293,5,13,700,88,상품293,240
294,17,39,7600,61,상품294,420
295,5,17,6600,59,상품295,280
296,7,11,2000,41,상품296,280
297,12,28,7100,52,상품297,40
298,2,14,5200,83,상품298,130
299,11,38,4000,58,상품299,320
300,2,25,6900,91,상품300,230
301,1,27,7600,99,상품301,310
302,6,37,6100,74,상품302,210
303,5,17,4900,79,상품303,450
304,5,12,6500,83,상품304,140
305,10,18,2300,94,상품305,190
306,17,19,9100,32,상품306,230
307,10,10,7200,41,상품307,170
308,17,39,9600,93,상품308,140
309,5,43,6000,96,상품309,140
310,11,38,6400,52,상품310,410
311,12,28,9400,78,상품311,460
312,1,7,2700,98,상품312,100
313,1,27,9600,35,상품313,230
314,3,16,7700,72,상품314,390
315,9,22,3700,69,상품315,50
316,5,17,9400,79,상품316,470
317,5,13,8600,33,상품317,390
318,15,1,6900,55,상품318,460
319,1,27,8800,31,상품319,120
320,6,2,5000,60,상품320,480
321,2,14,1700,84,상품321,130
322,5,13,5600,93,상품322,340
323,2,14,3700,88,상품323,100
324,7,11,9200,69,상품324,380
325,9,31,2200,90,상품325,340
326,2,25,8700,90,상품326,400
327,5,43,1700,72,상품327,370
328,7,11,3500,35,상품328,240
329,2,34,7200,40,상품329,480
330,12,28,9700,78,상품330,440
331,9,22,3100,63,상품331,70
332,5,42,4800,31,상품332,140
333,6,26,3100,42,상품333,400
334,11,5,5400,41,상품334,410
335,3,32,7000,67,상품335,270
336,17,19,8600,33,상품336,450
337,9,22,3600,78,상품337,20
338,12,3,600,94,상품338,180
339,17,6,8500,49,상품339,330
340,2,14,2900,91,상품340,120
341,6,26,2800,36,상품341,120
342,10,18,3400,91,상품342,280
343,12,3,1700,43,상품343,30
344,17,19,6400,85,상품344,330
345,5,12,5000,34,상품345,70
346,9,22,8900,87,상품346,170
347,11,23,2500,44,상품347,390
348,5,12,4300,39,상품348,340
349,12,28,4400,94,상품349,130
350,1,24,9000,88,상품350,440
351,17,19,8800,45,상품351,430
352,5,17,3000,94,상품352,200
353,11,5,3500,44,상품353,120
354,1,7,1800,90,상품354,140
355,5,12,5000,68,상품355,380
356,6,2,2100,38,상품356,460
357,6,37,3800,44,상품357,230
358,8,35,5900,38,상품358,440
359,11,23,9600,64,상품359,440
360,1,27,5600,55,상품360,20
361,5,12,8200,53,상품361,250
362,10,18,4000,83,상품362,450
363,13,9,2200,85,상품363,50
364,1,7,900,53,상품364,240
365,1,27,8300,84,상품365,320
366,3,32,6300,38,상품366,450
367,2,14,5000,39,상품367,110
368,2,34,7800,50,상품368,350
369,5,13,5900,91,상품369,180
370,16,41,5800,64,상품370,110
371,10,18,800,78,상품371,270
372,2,14,9300,70,상품372,80
373,2,25,9900,79,상품373,430
374,17,6,6300,59,상품374,270
375,6,2,7900,67,상품375,130
376,9,31,3900,36,상품376,420
377,16,41,3100,66,상품377,270
378,3,32,800,50,상품378,200
379,10,10,2400,46,상품379,50
380,1,24,7900,91,상품380,470
381,12,28,2200,50,상품381,240
382,12,3,5000,89,상품382,320
383,11,5,5400,51,상품383,320
384,1,24,8200,62,상품384,70
385,10,10,7400,43,상품385,490
386,17,39,2900,73,상품386,470
387,10,10,7400,79,상품387,10
388,12,3,9100,66,상품388,90
389,5,42,8000,37,상품389,20
390,9,36,2300,65,상품390,160
391,7,11,5800,53,상품391,120
392,1,27,2800,48,상품392,220
393,17,19,3500,38,상품393,420
394,11,38,8200,44,상품394,290
395,7,11,3500,71,상품395,400
396,3,16,8400,32,상품396,180
397,8,40,8100,130,상품397,170
398,5,42,2100,83,상품398,450
399,10,18,800,83,상품399,80
400,2,25,6300,79,상품400,470
401,6,2,3600,80,상품401,300
402,3,16,8200,30,상품402,130
403,3,16,5400,75,상품403,110
404,17,8,4400,46,상품404,140
405,1,7,3200,99,상품405,230
406,5,12,9500,42,상품406,490
407,8,35,4100,96,상품407,400
408,7,11,5100,41,상품408,30
409,11,38,5200,78,상품409,460
410,5,12,5100,49,상품410,120
411,8,40,5200,91,상품411,130
412,9,22,5200,38,상품412,490
413,2,25,4700,59,상품413,360
414,9,36,5100,75,상품414,220
415,17,39,1500,67,상품415,400
416,2,34,5400,51,상품416,210
417,8,40,7400,98,상품417,380
418,2,34,2400,62,상품418,470
419,2,21,5300,67,상품419,90
420,2,25,5600,130,상품420,380
421,2,14,8500,89,상품421,340
422,17,39,8200,46,상품422,180
423,5,17,2000,57,상품423,20
424,9,22,5400,33,상품424,490
425,10,20,4000,82,상품425,160
426,2,14,7000,50,상품426,70
427,11,38,9000,38,상품427,240
428,11,38,800,58,상품428,70
429,2,34,4900,36,상품429,90
430,12,3,3800,50,상품430,40
431,10,10,6300,76,상품431,310
432,12,3,6600,69,상품432,430
433,5,43,6500,63,상품433,10
434,1,24,600,82,상품434,380
435,10,10,5800,57,상품435,470
436,17,6,7600,37,상품436,440
437,6,26,2600,45,상품437,120
438,8,4,5400,60,상품438,90
439,12,28,9500,79,상품439,460
440,5,13,4900,45,상품440,250
441,2,14,4700,89,상품441,270
442,10,18,4300,31,상품442,40
443,8,35,5400,55,상품443,270
444,3,16,7500,40,상품444,40
445,15,29,4900,68,상품445,110
446,12,3,4200,64,상품446,270
447,12,3,7600,40,상품447,310
448,2,14,5100,80,상품448,270
449,17,19,5400,84,상품449,420
450,12,3,2600,74,상품450,260
451,7,11,8700,49,상품451,260
452,2,34,3500,88,상품452,470
453,17,6,7300,75,상품453,330
454,5,12,8500,70,상품454,120
455,10,10,8800,93,상품455,270
456,9,22,6300,97,상품456,440
457,1,27,3000,63,상품457,60
458,16,41,2900,48,상품458,410
459,7,15,3500,75,상품459,210
460,17,39,8900,76,상품460,40
461,10,18,9100,52,상품461,190
462,7,11,4700,30,상품462,320
463,6,2,5400,34,상품463,420
464,2,21,2000,36,상품464,360
465,5,17,9200,57,상품465,400
466,3,32,4900,94,상품466,480
467,10,10,4800,44,상품467,480
468,17,19,4500,61,상품468,110
469,17,6,900,75,상품469,230
470,9,36,5900,59,상품470,170
471,2,34,9100,32,상품471,440
472,8,4,4200,67,상품472,220
473,9,22,3900,44,상품473,300
474,3,16,700,86,상품474,90
475,1,7,3800,99,상품475,90
476,3,16,7700,44,상품476,210
477,17,8,5200,95,상품477,110
478,6,2,3300,75,상품478,90
479,6,37,8300,60,상품479,170
480,17,19,9500,96,상품480,350
481,15,1,4300,91,상품481,220
482,5,42,5400,56,상품482,450
483,2,34,2900,44,상품483,150
484,5,42,4100,47,상품484,480
485,4,30,6800,83,상품485,100
486,17,8,5100,84,상품486,120
487,5,42,1900,38,상품487,10
488,17,39,8800,46,상품488,210
489,1,7,3000,69,상품489,260
490,6,2,6200,57,상품490,440
491,17,39,6300,58,상품491,420
492,9,31,6500,35,상품492,200
493,8,4,5500,95,상품493,120
494,8,35,6800,40,상품494,450
495,11,5,8500,47,상품495,50
496,8,4,3400,69,상품496,380
497,10,20,4300,80,상품497,140
498,13,9,3500,86,상품498,60
499,1,27,3800,52,상품499,280
500,2,14,5200,65,상품500,250
501,15,1,2000,65,상품501,190
502,3,32,4400,57,상품502,370
503,10,20,5300,44,상품503,470
504,6,37,5300,53,상품504,70
505,9,31,5300,33,상품505,200
506,5,17,7300,88,상품506,390
507,10,10,3300,97,상품507,220
508,2,34,8100,68,상품508,150
509,7,15,7300,88,상품509,480
510,5,43,5100,52,상품510,300
511,9,22,5700,71,상품511,90
512,7,15,3700,45,상품512,90
513,17,39,5300,64,상품513,420
514,2,34,5100,97,상품514,190
515,7,15,7300,70,상품515,380
516,3,16,9900,65,상품516,40
517,10,10,9200,60,상품517,270
518,17,39,9800,34,상품518,300
519,17,39,700,51,상품519,350
520,17,39,5400,38,상품520,410
521,7,15,5800,46,상품521,390
522,9,36,2400,92,상품522,300
523,8,35,3000,76,상품523,10
524,1,24,5600,93,상품524,190
525,12,3,5600,41,상품525,470
526,5,43,4300,97,상품526,40
527,15,29,9900,62,상품527,310
528,17,6,4200,44,상품528,120
529,9,22,2900,80,상품529,330
530,17,8,8200,73,상품530,230
531,15,29,5200,99,상품531,470
532,12,3,3300,67,상품532,490
533,9,22,6400,34,상품533,120
534,12,3,2200,71,상품534,310
535,5,42,8400,62,상품535,160
536,17,39,2600,92,상품536,400
537,17,8,1600,74,상품537,90
538,17,33,6900,55,상품538,80
539,5,12,5700,68,상품539,280
540,11,38,2200,59,상품540,470
541,10,18,5300,63,상품541,360
542,13,9,2600,87,상품542,40
543,5,12,2700,93,상품543,220
544,2,14,7000,87,상품544,110
545,5,17,2000,94,상품545,140
546,3,32,2700,71,상품546,90
547,17,8,6700,72,상품547,70
548,7,11,5100,90,상품548,260
549,5,42,7600,96,상품549,480
550,15,29,6000,81,상품550,280
551,5,12,9100,78,상품551,410
552,2,34,7800,93,상품552,180
553,5,17,5300,83,상품553,70
554,2,25,1700,31,상품554,110
555,5,12,3800,76,상품555,80
556,15,29,8600,56,상품556,140
557,2,25,2600,49,상품557,400
558,15,1,7100,77,상품558,210
559,16,41,2400,96,상품559,330
560,6,37,6200,51,상품560,200
561,9,31,7200,73,상품561,110
562,8,40,4000,75,상품562,140
563,6,26,3200,61,상품563,190
564,11,38,500,84,상품564,480
565,9,36,8300,70,상품565,140
566,8,4,2200,48,상품566,110
567,9,22,3700,32,상품567,140
568,17,19,6100,60,상품568,370
569,1,7,4900,41,상품569,90
570,4,30,2300,77,상품570,280
571,9,22,5000,30,상품571,400
572,6,37,9800,34,상품572,310
573,15,29,900,38,상품573,360
574,11,38,7200,53,상품574,420
575,5,17,9500,73,상품575,170
576,1,27,4700,98,상품576,40
577,15,29,5600,55,상품577,490
578,8,4,500,69,상품578,270
579,1,24,3600,69,상품579,340
580,6,37,1700,68,상품580,280
581,10,10,4700,65,상품581,350
582,9,31,5600,99,상품582,190
583,2,14,500,67,상품583,340
584,2,34,9100,85,상품584,130
585,6,26,3900,56,상품585,420
586,11,23,6600,33,상품586,470
587,6,26,2200,74,상품587,270
588,7,15,8200,83,상품588,160
589,11,38,6900,67,상품589,20
590,1,7,9700,69,상품590,90
591,7,11,6000,96,상품591,240
592,11,23,3900,35,상품592,250
593,5,17,2200,77,상품593,80
594,15,29,700,38,상품594,380
595,4,30,8000,98,상품595,60
596,12,3,9800,63,상품596,320
597,5,12,9700,48,상품597,390
598,5,43,6200,77,상품598,400
599,3,16,1700,44,상품599,40
600,9,31,500,46,상품600,90
601,11,38,7300,96,상품601,320
602,10,20,4500,99,상품602,100
603,13,9,3500,70,상품603,200
604,5,43,6300,81,상품604,300
605,7,15,6100,31,상품605,130
606,5,13,3700,40,상품606,80
607,1,7,2000,98,상품607,60
608,2,21,6700,95,상품608,480
609,6,2,600,36,상품609,130
610,8,4,2400,37,상품610,370
611,4,30,8200,79,상품611,330
612,10,18,500,88,상품612,230
613,17,8,2000,57,상품613,10
614,2,14,2000,37,상품614,150
615,5,13,5700,35,상품615,240
616,1,7,2500,33,상품616,390
617,17,8,2800,54,상품617,70
618,8,40,1900,45,상품618,40
619,5,43,9400,90,상품619,210
620,17,33,6900,49,상품620,380
621,13,9,4000,40,상품621,450
622,15,29,4900,91,상품622,300
623,2,34,5600,80,상품623,150
624,5,17,7100,85,상품624,380
625,17,33,7300,40,상품625,390
626,9,31,2600,51,상품626,110
627,13,9,4700,85,상품627,200
628,9,36,5000,92,상품628,150
629,12,3,3900,58,상품629,480
630,11,5,8200,34,상품630,320
631,2,34,5300,44,상품631,470
632,15,1,6800,67,상품632,180
633,1,27,3400,42,상품633,420
634,2,14,6300,69,상품634,190
635,1,27,2600,66,상품635,310
636,1,24,3600,78,상품636,50
637,15,29,4700,60,상품637,260
638,4,30,2400,66,상품638,140
639,2,34,9200,44,상품639,30
640,1,7,7300,96,상품640,100
641,3,32,7800,55,상품641,140
642,16,41,8800,63,상품642,10
643,6,37,5600,48,상품643,170
644,13,9,5500,97,상품644,220
645,11,5,2200,89,상품645,70
646,3,32,5500,53,상품646,290
647,10,20,8200,72,상품647,250
648,17,8,8000,96,상품648,90
649,5,17,5100,95,상품649,150
650,6,2,7000,84,상품650,420
651,3,32,9900,70,상품651,20
652,7,11,7100,45,상품652,430
653,9,36,4200,59,상품653,320
654,2,34,3600,90,상품654,470
655,8,35,3500,65,상품655,200
656,4,30,600,77,상품656,240
657,8,4,7200,49,상품657,150
658,7,11,700,60,상품658,430
659,7,15,3700,41,상품659,250
660,17,19,6000,49,상품660,80
661,2,21,1900,46,상품661,50
662,1,27,600,78,상품662,470
663,5,43,6800,50,상품663,80
664,1,24,8300,69,상품664,260
665,1,27,3500,39,상품665,10
666,9,22,2100,76,상품666,150
667,5,43,5100,33,상품667,350
668,17,33,3000,41,상품668,180
669,17,39,7100,72,상품669,400
670,2,14,5900,77,상품670,210
671,11,23,6400,72,상품671,190
672,17,39,8600,48,상품672,480
673,5,43,1600,60,상품673,180
674,5,42,5000,95,상품674,300
675,5,13,7000,65,상품675,460
676,10,20,8900,41,상품676,370
677,5,13,7400,37,상품677,170
678,17,8,1500,94,상품678,240
679,12,3,800,52,상품679,480
680,12,3,800,79,상품680,340
681,2,21,3600,54,상품681,270
682,11,5,6800,98,상품682,250
683,12,3,5500,30,상품683,320
684,5,43,2100,86,상품684,430
685,15,1,9900,68,상품685,260
686,17,33,8100,83,상품686,230
687,2,25,600,69,상품687,20
688,15,29,5400,130,상품688,440
689,6,26,4400,53,상품689,490
690,1,24,8400,83,상품690,480
691,5,17,7500,53,상품691,320
692,17,6,7200,92,상품692,240
693,9,31,5900,130,상품693,200
694,9,36,5100,85,상품694,480
695,5,12,9500,79,상품695,470
696,6,26,7300,72,상품696,470
697,17,6,500,35,상품697,200
698,7,11,2200,65,상품698,120
699,2,25,4000,63,상품699,450
700,11,38,7000,59,상품700,320
701,2,14,7700,84,상품701,170
702,10,20,7800,91,상품702,430
703,1,27,5000,57,상품703,180
704,16,41,3800,40,상품704,270
705,12,3,2300,66,상품705,360
706,5,17,900,79,상품706,380
707,7,11,5300,77,상품707,340
708,10,18,4200,80,상품708,320
709,8,40,2300,61,상품709,420
710,16,41,9300,37,상품710,110
711,2,14,5300,64,상품711,80
712,12,3,2500,70,상품712,290
713,9,31,9700,91,상품713,70
714,3,16,3700,33,상품714,150
715,10,10,8200,62,상품715,250
716,5,12,2800,50,상품716,10
717,5,42,5500,87,상품717,380
718,9,36,3400,88,상품718,200
719,7,15,800,39,상품719,210
720,6,26,5400,30,상품720,110
721,1,24,9300,67,상품721,50
722,11,38,8400,67,상품722,390
723,2,25,500,69,상품723,50
724,13,9,900,96,상품724,260
725,12,3,9800,98,상품725,90
726,16,41,4200,74,상품726,490
727,6,37,5900,79,상품727,290
728,5,17,6400,92,상품728,430
729,5,17,7200,46,상품729,140
730,6,37,9100,56,상품730,220
731,1,27,1600,130,상품731,230
732,17,6,9300,79,상품732,120
733,17,6,8300,44,상품733,180
734,2,14,700,56,상품734,420
735,7,15,7300,88,상품735,120
736,1,24,3800,90,상품736,100
737,10,10,3400,93,상품737,310
738,17,19,9900,32,상품738,380
739,5,43,3400,31,상품739,430
740,3,16,2200,90,상품740,200
741,5,13,6400,36,상품741,460
742,7,11,5000,40,상품742,40
743,11,23,4200,56,상품743,140
744,10,20,4800,88,상품744,50
745,2,14,7700,81,상품745,170
746,8,4,8000,48,상품746,240
747,2,21,1800,39,상품747,410
748,7,15,2600,96,상품748,290
749,5,42,2800,62,상품749,320
750,5,12,8800,51,상품750,10
751,7,15,5900,64,상품751,420
752,9,31,1800,97,상품752,370
753,13,9,6700,40,상품753,420
754,2,21,3700,30,상품754,260
755,1,7,3900,36,상품755,40
756,9,36,8600,81,상품756,270
757,2,34,6100,56,상품757,310
758,10,10,9700,61,상품758,120
759,5,43,7900,68,상품759,140
760,17,8,7800,77,상품760,270
761,15,29,6600,91,상품761,430
762,9,22,7200,65,상품762,80
763,5,17,9200,93,상품763,310
764,9,36,2900,49,상품764,170
765,1,27,2400,39,상품765,80
766,1,7,5900,58,상품766,320
767,16,41,6300,40,상품767,130
768,5,42,2000,73,상품768,70
769,4,30,6700,88,상품769,150
770,5,17,5300,45,상품770,420
771,17,33,2700,86,상품771,370
772,11,23,5300,89,상품772,120
773,12,28,5000,52,상품773,400
774,7,15,7800,51,상품774,140
775,17,39,9300,45,상품775,310
776,10,20,600,79,상품776,240
777,2,25,9000,43,상품777,190
778,11,23,5100,91,상품778,150
779,12,3,6200,51,상품779,450
780,10,20,3900,99,상품780,390
781,7,11,3200,82,상품781,210
782,7,15,9100,62,상품782,260
783,9,36,8800,90,상품783,260
784,5,12,6600,36,상품784,340
785,8,35,8000,60,상품785,260
786,2,25,5200,60,상품786,240
787,10,18,9200,41,상품787,440
788,7,15,4600,63,상품788,380
789,8,4,6600,62,상품789,10
790,16,41,6100,64,상품790,480
791,8,40,8300,62,상품791,160
792,10,10,4900,43,상품792,100
793,13,9,900,46,상품793,210
794,9,22,7700,40,상품794,320
795,11,5,2400,57,상품795,330
796,1,7,7700,55,상품796,110
797,6,2,9700,87,상품797,470
798,10,10,6800,47,상품798,230
799,15,29,4700,74,상품799,330
800,2,21,9800,77,상품800,330
801,3,32,6100,67,상품801,20
802,2,21,8600,62,상품802,120
803,2,34,5600,47,상품803,270
804,1,7,7500,95,상품804,210
805,10,10,7900,54,상품805,380
806,2,21,3100,87,상품806,50
807,9,31,5100,49,상품807,210
808,3,16,3400,61,상품808,480
809,4,30,6400,65,상품809,260
810,17,39,5400,37,상품810,490
811,10,10,6100,44,상품811,480
812,9,36,8500,78,상품812,450
813,8,4,9000,93,상품813,150
814,7,11,6300,67,상품814,110
815,8,4,2900,65,상품815,360
816,9,22,4700,76,상품816,160
817,1,27,6100,74,상품817,180
818,10,20,5700,34,상품818,440
819,1,24,1700,33,상품819,360
820,8,40,8700,61,상품820,230
821,7,11,4600,65,상품821,300
822,7,15,5200,31,상품822,220
